"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.76127306769148,0.577,0.217,0,"2","C130073E24Rik"
0,1.1345879099229,0.75,0.392,0,"2","Chgb"
0,1.60003784545866,0.567,0.209,0,"2","Gpr27"
0,1.29037520836331,0.918,0.56,0,"2","Snhg14"
0,1.99830851754798,0.477,0.12,0,"2","Slc4a10"
0,1.33376844139559,0.557,0.201,0,"2","Syne1"
0,1.70488650569708,0.557,0.201,0,"2","Tmem158"
0,1.51359714949734,0.542,0.186,0,"2","Car10"
0,1.24274760895333,0.736,0.38,0,"2","Pde4dip"
0,1.96749993191363,0.544,0.189,0,"2","Mgat4c"
0,1.29698862980195,0.926,0.573,0,"2","Mdga2"
0,1.56697569298861,0.571,0.218,0,"2","Gabra3"
0,1.67201509460494,0.528,0.178,0,"2","Dnm1"
0,1.19053363982802,0.744,0.394,0,"2","Stxbp1"
0,1.07442179671327,0.632,0.283,0,"2","Clmp"
0,1.126502291499,0.751,0.402,0,"2","Nkain2"
0,2.21345898347784,0.501,0.153,0,"2","Nell1"
0,1.94539076227134,0.477,0.129,0,"2","Gabra5"
0,1.08584521570368,0.962,0.614,0,"2","Gria4"
0,1.38446953325854,0.657,0.31,0,"2","Brinp1"
0,0.992859509018935,0.683,0.336,0,"2","Jph4"
0,0.885689760678581,0.811,0.464,0,"2","Rbfox1"
0,1.89255779562813,0.483,0.136,0,"2","Dock9"
0,0.728468904313131,0.719,0.373,0,"2","Dlgap1"
0,1.09149102193098,0.672,0.327,0,"2","Ncald"
0,1.62728778555698,0.505,0.16,0,"2","Slc32a1"
0,1.38762597212464,0.694,0.349,0,"2","Sgcz"
0,1.17619086738508,0.784,0.44,0,"2","Kcnh7"
0,1.73894797546455,0.512,0.168,0,"2","Dnajc6"
0,1.00608338327339,0.864,0.52,0,"2","Rab3c"
0,1.20681402387114,0.532,0.189,0,"2","Prkcb"
0,1.54036440406846,0.548,0.207,0,"2","Stxbp5l"
0,2.18493521757921,0.459,0.118,0,"2","Pfkp"
0,1.10011330468949,0.927,0.587,0,"2","Stmn4"
